Gisswitchgear_iri,switchgear-asset-identifier-code,rated-voltage-ur,name,country-of-installation,end-customer,LIPROGIS,switchgear-installation-location-type,switchgear-product-type,VDB-number
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10638_AU%3A+P-019791+B2388+400kV+UMM+AL+HASSAM++Erweiterung+%3DC14+Okt+2020,BMK,0.0,400kV UMM AL HASSAM S/S,Bahrein,EWA - Kingdom of Bahrain,10638,Innen,8dq1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10639_AU%3A+P-019791+B2388+220kV+Umm+Al+Hassam+Extension,BMK,220.0,220kV Umm Al Hassam Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Bh,EWA - Kingdom of Bahrain,10639,Innen,8dn96,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10659_AU%3A+P-019741+B2318+Caracol%C3%AD+Ext.+110+kV,BMK,110.0,Caracolí Ext. 110 kV,KOL,Electricaribe,10659,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10662_LEFFKE_Forecast_TEST_PAN+DE+AZUCAR+OBRAS+NUEVAS+DS422,BMK,245.0,S/E NUEVA PAN DE AZUCAR 220 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Cl,FERROVIAL S.A.,10662,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10715_AG%3A+VDB+35330+Porto+Torres+Ext.+1M17+8DN9,BMK,170.0,Porto Torres Ext. 1M17,http://ontology.siemens.com/shared/geography/country/did/0.4#It,Terna,10715,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10720_AU%3A+P-011658-P-019649+A7450+ITL+Priolo+Gargallo+420+kV,BMK,420.0,Priolo Gargallo 420 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#It,Terna,10720,Außen,8DQ161,34820
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10731_AU%3A+P-019638+B2204+TSMC+RD-1+161kV,RFK,161.0,TSMC RD-1 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,TSMC,10731,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10734_AU%3A+P-019771+-+B2361-B2362+-+MoEE-JICA+PHASE+II+-+PHAYARGYI-HLAINGTHARYAR,BMK,550.0,JICA PHASE II,MYA,MoEE,10734,Außen,8dq1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10735_AU%3A+P-019645+B2213+ELIA+Beerse+Ext.+%3DE02+70kV+GIS,RFK,725.0,ELIA Beerse Ext. =E02 70 kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,ELIA ASSET NV/SA,10735,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10736_AU%3A+P-020354+B2952+USA+Corpus+Christi,RFK,145.0,Corpus Christi,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Bechtel,10736,Innen,8dn86,33702
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10739_AU%3A+P-019724+B2254+Al+Jada+132kV+,BMK,145.0,Al Jada,http://ontology.siemens.com/shared/geography/country/did/0.4#Ae,Sharjah Electricity & Water Authority,10739,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10741_AU%3A+P-019656_Kaupanger+Transformatorstasjon+132kV,RFK,132.0,Kaupanger Transformatorstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Sognekraft AS,10741,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10743_AU%3A+P-019803+B2433+UW+Wilten+110kV,BMK,123.0,UW Wilten 110kV,http://ontology.siemens.com/shared/geography/country/did/0.4#At,Tinetz - Tiroler Netze GmbH,10743,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10745_AU%3A+P-020090+B2728+Czechnica+110+kV,BMK,132.0,Czechnica 110 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Pl,Tauron Polska Energia,10745,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10747_AU%3A+P-019752+B2345+-+Kairakum+110kV,RFK,110.0,Kairakum 110kV,TAD,Barki Tadjik,10747,Innen,8dn85,33368
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10762_AU%3A+P-020392+Beverwijk+150kV,BMK,150.0,Beverwijk 150kV,NDL,TenneT,10762,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10765_AU%3A+P-019666+B2240+Air+Liquid+Hsin+Chu+RD+161kV+,RFK,170.0,Air Liquid Hsin Chu RD 161kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Liquide Far East Ltd.,10765,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10767_AU%3A+P-020124+B2760+NOR+Finsa+Kraftverk+8VN1,RFK,145.0,Finså Kraftverk,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Agder Energi Produksjon,10767,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10768_AU%3A+P-019667+B2244+Air+Liquid+Nan+Zi+RD+161+kV,RFK,161.0,Air Liquid Nan Zi RD,TAI,Air Liquid,10768,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10769_AU%3A+P-019683+A4884+Palos+Erw.+%3DD01+-+REE,BMK,220.0,SUBESTACIÓN DE PALOS 220 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,REE,10769,Innen,8dn92,35844
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10771_AU%3A+P-019767+B2360+Alton+69+kV+FP%26L,RFK,69.0,Alton 69 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,FP&L,10771,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10773_AU%3A+P-019711+B2285+Stokmarknes+Transformatorstasjon,RFK,145.0,Stokmarknes Transformatorstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Trollfjord Nett AS,10773,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10775_AU%3A+P-019876+-+B2475+-+PAN+DE+AZUCAR+AMPLIACION+DS198,BMK,245.0,S/E NUEVA PAN DE AZUCAR 220 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Cl,CONSORCIO ANDES DEL SUR,10775,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10777_AU%3A+P-020183+B2789++UA+Moerfelden,RFK,110.0,UA Moerfelden,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SYNA GmbH,10777,Innen,8dn85,37227
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10779_AU%3A+P-020434+B3067+POR+StartCampus+-+Sines+Datacenter+60kV,RFK,145.0,Sines 60kV,POR,,10779,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10781_AU%3A+P-020229+B2542+FEWA+184E+,BMK,132.0,FEWA 184E,UAE ABD,FEWA,10781,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10782_AU%3A+P-019929+B2542+FEWA+154E+,BMK,132.0,FEWA 154E,UAE ABD,FEWA,10782,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10786_AU%3A+P-019723+AP6A+Backend+1+161kV,RFK,161.0,AP6A Backend 1 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,TSMC,10786,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10787_AU%3A+P-019761+B2339+TSMC+F18P5+161kV,RFK,161.0,TSMC F18P5 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,TSMC,10787,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10788_AU%3A+P-019666+B2240+Air+Liquid+Hsin+Chu+RD+161kV+,RFK,170.0,Air Liquid Hsin Chu RD 161kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Liquide Far East Ltd.,10788,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10789_AU%3A+P-019667+B2244+Air+Liquid+Nan+Zi+RD+161+kV,RFK,161.0,Air Liquid Nan Zi RD,TAI,Air Liquid,10789,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10790_AU%3A+P-019787+B2374+Ternium+Guerrero+400kV+,RFK,420.0,Ternium Guerrero,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,Ternium,10790,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10794_AU%3A+P-019907+B2484+F14P8+161+kV,RFK,170.0,F14P8,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,TSMC,10794,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10800_AU%3A+P-019808+B2434+NOR+Silsand+8VN1+,RFK,66.0,Silsand,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Troms kraft nett AS,10800,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10801_AU%3A+P-019718+B2303+New+Al+Hamudiya+400-132kV+8DQ1-61,BMK,420.0,NEW AL HAMUDIYA,http://ontology.siemens.com/shared/geography/country/did/0.4#Iq,MOE - JAICA,10801,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10802_AU%3A+P-019718+B2303+New+Al+Hamudiya+132kV,BMK,132.0,NEW AL HAMUDIYA,http://ontology.siemens.com/shared/geography/country/did/0.4#Iq,MOE - JAICA,10802,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10803_AU%3A+P-019718+B2303+New+Al+Hamudiya+400-132kV+8DQ1-61,BMK,420.0,NEW AL HAMUDIYA,http://ontology.siemens.com/shared/geography/country/did/0.4#Iq,MOE - JAICA,10803,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10804_AU%3A+P-019925+DSTA+132kV,BMK,132.0,DSTA 132kV,DUB,DEWA,10804,Außen,8dn85,camos_36631_4AE6D1EA8D6D3D43BD8C0E00400B73CA 
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10814_AU%3A+P-019802+B2390+TRK+Akkuyu+420kV,BMK,400.0,Akkuyu NPP,,Akkuyu Nuclear JSC,10814,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10872_AU%3A+P-019725+B2346+Plauderville+69kV+PSE%26G,RFK,69.0,Plauderville 69kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G ,10872,Innen,8dn85,36186
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10873_AU%3A+P-019691+B2290+Lawnside+69kV+PSE%26G,RFK,725.0,LAWNSIDE SUBSTATION ,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G,10873,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10874_AU%3A+P-019795+B2387+THA+KlongMahasawad+Substation,BMK,115.0,KlongMahasawad Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Metropolitan Electricity Authority,10874,Innen,8dn85,36270
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10875_AU%3A+P-019716+B2302+PAR+Parque+Caballero+66+kV,RFK,66.0,Parque Caballero,http://ontology.siemens.com/shared/geography/country/did/0.4#Py,ANDE,10875,Innen,8dn86,35572
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10876_AU%3A+P-019778+B2385+THA+Lumpini+Substation,BMK,115.0,Lumpini Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Metropolitan Electricity Authority,10876,Innen,8dn85,36271
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10879_AU%3A+P-019740+B2328+UW+Isartalstra%C3%9Fe+Erweiterung,BMK,110.0,UW Isartalstraße Erweiterung,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SW M,10879,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51,BMK,123.0,UW Arnold Dehnen Str. 51,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Netze Duisburg,10880,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10881_AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07,BMK,0.0,115 kV GPSC Cup 4 Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Global Power Synergy Public Co. Ltd,10881,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,RFK,123.0,ORGEO  70 kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,ELIA  ASSET NV/SA,10890,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10891_AU%3A+P-019737+NOR+B2327+Ertsmyra+145kV+Extension+II,BMK,145.0,Ertsmyra 145kV Ext. II,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Agder Energi Nett AS,10891,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,BMK,0.0,ABP1R2R,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,TPSC,10892,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV,BMK,420.0,Presenzano,,EDISON,10901,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,RFK,123.0,Barnageeragh 110kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,EirGrid Plc,10902,Innen,8dn85,camos_35627_D68AE0D925279F4DA364078DD35A3AA9
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10904_AU%3A+P-019758+B2342+USA+EnBW_East+Wind-Offshore,RFK,66.0,East Wind LLC,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,EnBW North America Inc,10904,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,BMK,123.0,UW Munderkingen,http://ontology.siemens.com/shared/geography/country/did/0.4#De,NetzeBW,10915,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,BMK,132.0,Mosul 132kV Substation-Refurbishment,http://ontology.siemens.com/shared/geography/country/did/0.4#Iq,MoE,10916,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,BMK,0.0,BPLC1R,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,TPSC,10918,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,BMK,110.0,UW Mitte,Berlin,50Hertz,10919,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10920_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,BMK,110.0,UW Mitte,Berlin,50Hertz,10920,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10949_AU%3A+P-019763+A8509+Culenova+110kV+Extension,BMK,110.0,Culenova 110kV Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Sk,EON ZSE,10949,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10950_AU%3A+P-019796+B2380+La+Gonarda+123+kV,RFK,123.0,La Gonarda 123 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ad,Fuerzas Electricas de Andorra,10950,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10952_AU%3A+P-019762+B2365+-+Widelka+PKP+110kV+,BMK,123.0,Budy Glogowskie,http://ontology.siemens.com/shared/geography/country/did/0.4#Pl,PGE,10952,Außen,8dn85,36392
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10954_AU%3A+P-019775+B2349+Kergord+132kV,BMK,132.0,KERGORD 132kV AC SUBSTATION,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,SSE ,10954,Innen,8VN1-1,34756
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10955_AG%3A+VDB+35997+Manah+400kV+8DQ1-1+LS,BMK,0.0,Manah 400kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Om,OETC,10955,Innen,8dq16,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10956_AU%3A+P-019836+B2426+NDL+Beverwijk+380kV,BMK,380.0,Beverwijk 380kV,NDL,TenneT TSO BV.,10956,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10957_AU%3A+P-018156+Cairo+Metro+Line+3+Phase+4B,BMK,725.0,Metro Line 3 PH 4B,http://ontology.siemens.com/shared/geography/country/did/0.4#Eg,SYSTRA,10957,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10958_AU%3A+P-019770+B2358+USA+Princetown+Substation,RFK,345.0,Princetown Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,LS Power Grid New York,10958,Innen,8DQ161,36269
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10959_AU%3A+P-019770+B2357+USA+Gordon+Road+Substation,RFK,345.0,Gordon Road Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,LS Power Grid New York,10959,Innen,8DQ161,36269
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10960_AU%3A+P-020196+B0255+Resero+II+132+kV,BMK,145.0,Resero II 132 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ar,Pan American Energy,10960,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10962_AU%3A+P-019811+B2397+USA+University,RFK,138.0,University,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Florida Power & Light,10962,Außen,8dn85,36473
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10963_AU%3A+P-019655+B2209+UW+Simmering,BMK,420.0,UW Simmering,Wien,Wiener Netze,10963,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10987_AU%3A+P-019806+B2407+Transformer+Connection+Tokke+%26+Vinje+300kV,BMK,300.0,Transformer Connection Tokke & Vinje,,STATKRAFT,10987,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10996_AU%3A+P-019800+B2393+SE+HYLSA+MANIOBRAS+400kV,BMK,400.0,SE HYLSA MANIOBRAS,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,TERNIUM/ CFE,10996,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10997_AU%3A+P-019943+B2515+FIN+Tornio+123kV+GIS2,BMK,123.0,Tornio 123kV GIS2 ,http://ontology.siemens.com/shared/geography/country/did/0.4#Fi,Aurora Tornio Oy.,10997,Innen,8dn85,camos_35739_1DDF813196590E4AA32C622ADD014DA8
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10999_AU%3A+P-019874+B2455+Formentera+132+kV+-+REE,BMK,132.0,FORMENTERA,SPA,Red Eléctrica de España,10999,Innen,8dn85,29770
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11003_AU%3A+P-020141+B2717+UW+Tuttlingen+DEU,BMK,123.0,UW Tuttlingen ,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Netze BW,11003,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11005_AU%3A+P-019952+UW76+S%C3%9CDWEST,RFK,110.0,UW76 SÜDWEST ,http://ontology.siemens.com/shared/geography/country/did/0.4#De,NRM,11005,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11020_AU%3A+P-019805+B2404+UW+Nord+%28Klagenfurt%29,BMK,123.0,UW Nord (Klagenfurt),http://ontology.siemens.com/shared/geography/country/did/0.4#At,Energie Klagenfurt,11020,Innen,8dn85,camos_32677_61CE724EB172C647B5EDF967B23B5F8E
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11021_AU%3A+P-019839+B2417+Sydhavn+Modernization+of+Traction+Power+Sydhavn+145kV+GIS,RFK,145.0,Sydhavn 145kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Dk,Banedanmark,11021,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11022_AU%3A+P-019850+B2422+Daimler+%28Mercedes+Benz%29,BMK,123.0,Bau 125 MercedesBenz.Mannheim,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Daimler AG,11022,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11023_AU%3A+P-019807+B2512+NOR+REN-Spare+Bays,BMK,145.0,REN-Spare Bays,http://ontology.siemens.com/shared/geography/country/did/0.4#No,REN,11023,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11024_AU%3A+P-019872+B2439+Lewes+132kV,BMK,132.0,LEWES 132kV,,UK POWER NETWORKS,11024,Außen,8VN1-1,33691
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11033_AU%3A+P-019816+Misfah+400kV+Extension,BMK,400.0,Misfah 400kV Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Om,OETC,11033,Außen,8dq16,36023
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11036_AU%3A+P-019871+B2446+TSMC+F18P6+161kV,RFK,161.0,TSMC F18P6 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,TSMC,11036,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11038_AU%3A+P-019939-+B2436-RASKLOPI%C5%A0TE+110+kV+,RFK,123.0,INA RNR - RASKLOPIŠTE 110 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Hr,INA - INDUSTRIJA NAFTE d.d.,11038,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11039_AU%3A+P-019889+Aunfoss+transformatorstasjon+8VN1,RFK,132.0,Aunfoss,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Tensio TN,11039,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11040_AU%3A+P-018988-B1999+Vestbyen+8VN1+,RFK,132.0,Vestbyen  145kV ,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Tronder Energi,11040,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11041_AU%3A+P-019849+BRA+Santo+Antonio+Spares,BMK,230.0,Santo Antonio  230 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Br,SAE,11041,Innen,8dn92,34630
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11051_AU%3A+P-020130+B2453+Beacon+Wind+1,RFK,72.0,Beacon Wind 1,USA Offshore,Equinor,11051,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11054_AU%3A+P-019794+BorWin+5+72%2C5+%2B+420,RFK,0.0,BorWin5,http://ontology.siemens.com/shared/geography/country/did/0.4#De,TenneT Offshore GmbH,11054,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11055_AU%3A+P-019794+BorWin+5+72%2C5+%2B+420,RFK,0.0,BorWin5,http://ontology.siemens.com/shared/geography/country/did/0.4#De,TenneT Offshore GmbH,11055,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11057_AU%3A+P-019877+B2449+DEU+BorWin5+DC-GIS,RFK,0.0,BorWin5 - DC GIS offshore,,TenneT Offshore GmbH,11057,Innen,8DQ1DC PN 471...,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11058_AU%3A+P-019884+B2298+Ammata+Power+Plant+2019+-+BPAMR1%262,BMK,0.0,BPAMR1&2,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,TPSC,11058,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11060_AU%3A+P-020014+B2597+Warsan+132kV+Ext.III_E01%2BE34,BMK,145.0,Warsan 132kV Ext.III_E01+E34,DUB,DEWA,11060,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11061_AU%3A+P-019921+A8934+Hail+3+GIS+Modification,BMK,380.0,Hail-3 BSP Modification,SAR,SEC-EOA,11061,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11065_AU%3A+P-019841+-+B8859+-+S-E+NUEVA+MAITENCILLO+220kV+UPGRADE,BMK,245.0,S/E NUEVA MAITENCILLO 220 kV,CHILE,INTERCHILE SA,11065,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11066_AU%3A+P-020258+B2872+VIS+Fab+2+161+kV,RFK,161.0,Fab 2 161 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,VIS,11066,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11070_AU%3A+P-019895+B2470+Qurayyat+Ext.+132kV,BMK,0.0,Qurayyat Ext. 132kV,,SEC-EOA,11070,Innen,DTC,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11071_AU%3A+IRL+P-019891+B2494+Rosspile+110kV,RFK,123.0,Rosspile 110kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,H&MV ENGINEERING,11071,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11072_AU%3A+IRL+P-019890+B2525+Gillinstown+Solar+Farm+110kV,RFK,123.0,Gillinstown Solar Farm 110kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ie,H&MV ENGINEERING,11072,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11073_AU%3A+P-019916+B2509+Equinix+66+kV+Data+Center+MD3+-+EQUINIX+-+IBERDROLA,RFK,66.0,66 kV MD3 S/S,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,EQUINIX / IBERDROLA,11073,Innen,8dn85,36656
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11074_AU%3A+P-019916+B2509+Equinix+66+kV+Data+Center+MD3+-+EQUINIX+-+IBERDROLA,RFK,66.0,66 kV MD3 S/S,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,EQUINIX / IBERDROLA,11074,Innen,8dn85,36656
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11075_AU%3A+P019927+UW+Habichen,BMK,0.0,UW Habichen,,TINETZ-Tiroler Netze GmbH,11075,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11076_AU%3A+P-019938+B2516+Velenje+RTP+110+kV+SLO,BMK,123.0,Velenje RTP 110 kV,SLO,Elektro Slovenjia,11076,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11079_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,,50 hertz,11079,,8dq16,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11081_AU%3A+P-019932+B2519+115+kV+Substation+Mochit+Complex,RFK,123.0,115 kV Substation Mochit Complex,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Mo Chit Land Co. Ltd.,11081,Innen,8dn85,camos_36143_6FDA0C232F554A47870178397C59BAD3  
