Gisswitchgear_iri,switchgear-asset-identifier-code,rated-voltage-ur,name,country-of-installation,end-customer,LIPROGIS,switchgear-installation-location-type,switchgear-product-type,VDB-number
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11083_AU%3A+P-019953+%28VDB+36438%29+Bau+6303,BMK,0.0,Bau 6303,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Infra Leuna,11083,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11090_AU%3A+P-019930+B2513+York+Potash+66kV,RFK,66.0,York Potash 66kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Anglo American,11090,Außen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11092_AU%3A+P-019937+B2520+LAS+Substation+3+230+kV,RFK,245.0,LAS Substation 3,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,SWITCH,11092,,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11094_AU%3A+P-020019+B2612+Alyth+400kV+Substation,RFK,400.0,Alyth 400kV Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,SSE,11094,Außen,8vq32,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11095_AU%3A+P-020066+B2658+Kinardochy+400+kV+Substation,RFK,400.0,Kinardochy 400 kV Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,SSE,11095,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11096_AU%3A+P-020066+B2658+Kinardochy+400+kV+Substation,RFK,400.0,Kinardochy 400 kV Substation,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,SSE,11096,Außen,8vq32,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11097_AU%3A+P-019955+A4468+PLASENCIA++Erw.+%3DD02+-+REE,BMK,220.0,SUBESTACIÓN DE PLASENCIA 220 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,REE,11097,Innen,8dn92,36732
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11098_AU%3A+P-019949+B1765+Al+Khobar+3+Extension+3,BMK,245.0,Al Khobar 3 Extension 3,,Saline Water Conversion Corporation,11098,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11099_AU%3A+P-017356+B1459+Gloucester+PSE%26G,BMK,725.0,GLOUCESTER 69 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G,11099,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11100_AU%3A+P-017820+B1601+Camden+PSE%26G,RFK,725.0,CAMDEN SWITCHING STATION ,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G,11100,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11103_AG+36858+Laurila+110kV+GIS+Laurila+110kV+GIS+C535009E9897464C9B550E111EBDB2CC+camosProd,RFK,123.0,Laurila 110kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Fi,Haminan Energia Oy,11103,Innen,8dn85,camos_36858_C535009E9897464C9B550E111EBDB2CC 
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11104_AU%3A+P-020037+B2625+UW+Hohenecken,BMK,123.0,UW Hohenecken,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Pfalzwerke,11104,Innen,8dn85,33936
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11112_AU%3A+P-019954+110kV+Schalthaus+Hera,BMK,110.0,110kV Schalthaus Hera,http://ontology.siemens.com/shared/geography/country/did/0.4#De,K+S Minerals and Agriculture GmbH,11112,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11113_AU%3A+P-019946+B2537+VIS+FAB1+69+kV+,RFK,725.0,VIS FAB1,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,VIS,11113,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11114_AU%3A+P-019951+B2561+UW+Jena+S%C3%BCd,BMK,123.0,UW Jena Süd,http://ontology.siemens.com/shared/geography/country/did/0.4#De,TEN THÜRINGER ENERGIENETZE,11114,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11117_AU%3A+P-019920+A3424+GTC-956+RAS+ABU+ABOUD+SUPER+220kV+%28UPGRADE%29,BMK,220.0,220/66kV RAS ABU ABOUD SUPER,http://ontology.siemens.com/shared/geography/country/did/0.4#Qa,KAHRAMAA,11117,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11118_AU%3A+P-013444-P-020032+A9202+USA+Tewksbury,BMK,362.0,TEWKSBURY 22A SUBSTATION,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,NATIONAL GRID,11118,Innen,8DQ161,36520
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11119_AU%3A+P-019928+B2540+Sunrise+Wind+66kV+and+330kV,RFK,66.0,Sunrise Wind EPC,,Sunrise Wind LLC,11119,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11120_AU%3A+P-019928+B2540+Sunrise+Wind+66kV+and+330kV,RFK,66.0,Sunrise Wind EPC,,Sunrise Wind LLC,11120,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11121_AU%3A+P-019928+B2540+USA+Sunrise+Wind+OWF+%28DC-GIS%29,RFK,0.0,Sunrise Wind DC-GIS,,Orsted,11121,Innen,8DQ1DC PN 471...,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11126_AU%3A+P-019940+SVC+Plus++Polsum,RFK,123.0,SVC Plus Polsum ,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Amprion GmbH,11126,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11128_AU%3A+P-019987+B2585+FIN+Virkkala+110+kV+BLUE+GIS,BMK,110.0,Virkkala 110 kV BLUE GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Fi,FINGRID,11128,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11129_AU%3A+P-019996+B2591+-+Air+Liquide+Wuchi+GOK++161+kV,RFK,161.0,Air Liquid Wuchi GOK,TAI,Air Liquid,11129,Innen,8dn86,36896
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11130_AG%3A+P-020077+B2681+Feni+145kV,BMK,132.0,Feni 145kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,PGCB,11130,,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11131_AU%3A+P-020077+B2682+LOT-1+BIRULIA+132kV_BGD,BMK,145.0,Birulia 132 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,PGCB,11131,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11132_AU%3A+P-020077+B2683+LOT-1+NAOGAON+132kV_BGD,BMK,145.0,Naogaon 132kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,PGCB,11132,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11133_AU%3A+P-020077+B2684+LOT-1+PURBASADIPUR+132kV_BGD,BMK,132.0,Purbasadipur,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,PGBD,11133,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11134_AU%3A+P-020077+B2685+KfW+LOT-1+PURBASADIPUR+230kV,BMK,230.0,PURBASADIPUR,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,Power Grid Company of Bangladesch Ltd.,11134,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11135_AU%3A+P-020077+B2686+KfW+LOT-1+NAOGAON+230kV,BMK,230.0,NAOGAON,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,Power Grid Company of Bangladesch Ltd.,11135,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11136_AU%3A+P-020077+B2687+KfW+LOT-1+BIRULIA+230kV,BMK,230.0,BIRULIA,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,Power Grid Company of Bangladesch Ltd.,11136,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11137_AU%3A+P-020077+B2688+KfW+LOT-1+FENI+230kV,BMK,230.0,FENI,http://ontology.siemens.com/shared/geography/country/did/0.4#Bd,Power Grid Company of Bangladesch Ltd.,11137,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11142_AU%3A+P-020006+B2618+UW+Landsham,BMK,123.0,UW Landsham,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Bayernwerk Netz,11142,Außen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11143_AU%3A+P-020016+B2593+NOR+Lnett+Frame+Agreement+Veland+Transformatorstasjon,RFK,145.0,Veland Transformatorstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Lnett,11143,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11145_AU%3A+P-020049+B2641+NOR+Plurheia+Transformatorstasjon+132+kV+8VN1+,RFK,145.0,Plurheia Transformatorstajon 132kV,http://ontology.siemens.com/shared/geography/country/did/0.4#No,LINEA,11145,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11148_Au%3A+P-020134_Gode+Wind+3,BMK,725.0,Gode Wind 3,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Siemens Gamesa,11148,Innen,8VM1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11150_AU%3A+P-019973+B2569+Wuxi+Gaoxiang+110kV,RFK,145.0,Wuxi Gaoxiang 110kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Cn,SGCC (Jiangsu),11150,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11151_AU%3A+P-020004+B2596+Mahawi+400kV+Extension,BMK,400.0,400kV GIS Mahawi Extension,ABD,TRANSCO,11151,Innen,8dq1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11153_AU%3A+P-020078+B2672+Chiang+Mai+9+PEA,BMK,0.0,Chiang Mai 9,,PEA,11153,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11154_AU%3A+P-020254+B2916+-+ALFE+LinKou+161+kV,RFK,170.0,ALFE LinKou 161 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Liquide Far East Ltd.,11154,Innen,8dn86,37666
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11156_AU%3A+Service+UW+Friedrichshain+Erw.+%3DC13,BMK,380.0,UW FRIEDRICHSHAIN,http://ontology.siemens.com/shared/geography/country/did/0.4#De,50 HERTZ,11156,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11159_AU%3A+P-020031+A9032+SABINAL+220-66+kV+-+REE,BMK,220.0,SUBESTACIÓN SABINAL PARQUE DE 220/66 kV,SPA,Red Eléctrica de España,11159,Innen,8dn92,37055
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11160_AU%3A+P-020031+A9032+SABINAL+220-66+kV+-+REE,BMK,66.0,SUBESTACIÓN SABINAL PARQUE DE 220/66 kV,SPA,Red Eléctrica de España,11160,Innen,8dn85,37055
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11165_AU%3A+P-020012-P-020013+B2622-B2633+Orange+Heights+230+%26+69kV+PSE%26G,RFK,69.0,ORANGE HEIGHTS SWITCHING STATION,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G,11165,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11166_AU%3A+P-020012-P-020013+B2622-B2633+Orange+Heights+230+%26+69kV+PSE%26G,RFK,230.0,ORANGE HEIGHTS SWITCHING STATION,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,PSE&G,11166,Innen,8DQ161,36982
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11169_AU%3A+P-020041+B2679+Tereos+70kV+-Q02+,RFK,123.0,Tereos Station 2,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,Tereos Syral,11169,Außen,8dn85,36640
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11172_AU%3A+P-020191+B2795+PLAZA+DE+ESPANA+132+kV+-+IBERDROLA+-+SPA,RFK,132.0,ST PLAZA DE ESPAÑA,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11172,Innen,8dn85,36927
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11179_AU%3A+P-020277+B2953+Dusit+Central+Park+115+kV-THA,RFK,115.0,Dusit Central Park 115kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Vimarn Suriya Company Limited,11179,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11183_AU%3A+P-020046+B2638+USA+Dominion+Mobile+230+kV,RFK,230.0,Mobile 44+45,http://ontology.siemens.com/shared/geography/country/did/0.4#Us,Dominion Energy,11183,Innen,8dn92,37056
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11184_AU%3A+P-020105+B2710+MICRON+TCP2+161kV,RFK,170.0,MICRON TCP2,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,MICRON,11184,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11185_AU%3A+P-020279+Caracol%C3%AD+110kV+Ext+%3DE06_KOL,BMK,110.0,Caracolí 110kV Ext. E06,KOL,Canadian Solar,11185,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11187_AU%3A+P-020067+B2656+KIES+420kV+Tennet+Mobile,BMK,420.0,380-/220-kV Mob_SF,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Tennet,11187,Außen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11189_AU%3A+P-019940+SVC+Plus+Rheinau+%26+Polsum,RFK,123.0,SVC Plus Rheinau ,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Amprion GmbH,11189,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11191_AU%3A+P-019922+UW+Berlin+Mitte+%28Plan+C%29+420+kV+,BMK,0.0,UW Berlin Mitte,,50 hertz,11191,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11192_AU%3A++P-019922+B2634+UW+Friedrichshain+110kV,BMK,110.0,UW Friedrichshain 110kV,Berlin,50Hertz,11192,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11193_AU%3A+P-020003+B2650+Air+Product+NK9+Ext.+%3DE05,BMK,170.0,NK9 Ext.,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,Air Products,11193,Innen,8dn86,36646
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11197_AU%3A+P-020034+B2647+Deknepollen+132kV,RFK,132.0,Deknepollen 132kV,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Linja AS,11197,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11198_AU%3A+P-020033+B2642+NOR+Lefdal+132+kV+Koblingsstasjon,RFK,132.0,Lefdal 132 kV Koblingsstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Linja AS,11198,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11199_AU%3A+P-020050+B2623+NOR+Lyse+Frame+Agreement+H%C3%A5land+Transformatorstasjon,RFK,145.0,Håland Transformatorstasjon,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Lnett,11199,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11201_AU%3A+P-020073+B2693+Therwil+8VN1,RFK,0.0,Therwil,http://ontology.siemens.com/shared/geography/country/did/0.4#Sz,Primeo Energie AG,11201,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11202_AG%3A+P-020030+B2609+CHN+SGCC+-+Zhengzhou+Zhengxin+110kV,BMK,110.0,SGCC(Henan) Zhengzhou Zhengxin 110kV ss 126kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Cn,SGCC Zhengzhou PSB,11202,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11204_AU%3A+P-020069+B2664+PSMC+P5+161kV,RFK,170.0,PSMC P5 161kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,PSMC,11204,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11212_AU%3A+P-020079+B2674+Sandlid+145+kV+GIS,RFK,145.0,Sandlid 145 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Se,Borås Elnät AB,11212,Innen,8dn85,36737
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11213_AU%3A+P-019993+B2582+NOR+Troll+West+Electrification+Kollsnes+145kV,RFK,0.0,Troll West Electrification / GIS 145kV Kollsnes,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Equinor,11213,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11214_AU%3A+P-019993+B2582+NOR+Troll+West+Electrification+Troll+B+145kV,RFK,0.0,Troll West Electrification / Troll B 145kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Equinor,11214,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11215_AU%3A+P-019993+B2582+NOR+Troll+West+Electrification+Troll+C+145kV,RFK,0.0,Troll West Electrification / Troll C 145kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Equinor,11215,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11216_AU%3A+P-019993+B2582+NOR+Troll+West+Electrification+Kollsnes+300kV,RFK,0.0,Troll West Electrification_GIS 300kV Kollsnes,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Equinor,11216,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11218_AU%3A+P-020068+B2657+BURRIANA+66+kV+-+IBERDROLA,RFK,66.0,STR BURRIANA,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11218,Innen,8dn85,37010
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11220_AU%3A+P-020074+B2666+AWC-EMPIRE+TOWER+69-115kV+GIS,RFK,69.0,EMPIRE TOWER REPLACEMENT,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,ASSET WORLD COOPERATION,11220,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11221_AU%3A+P-020071+B2659+GKW+Leipheim_380+kV,BMK,380.0,GKW LEIPHEIM,http://ontology.siemens.com/shared/geography/country/did/0.4#De,GKW LEIPHEIM GmbH & Co. KG,11221,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11222_AU%3A+P-020075+SCCC+-+Replace+Kiln5+GIS+115kV,RFK,0.0,Replace Kiln5 GIS 115kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,SCCC,11222,Innen,,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11223_AU%3A+P-020116+B2779+SLO+Ljubljana+Center,BMK,123.0,Ljubljana Center,http://ontology.siemens.com/shared/geography/country/did/0.4#Si,Elektro Ljubljana d.d.,11223,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11284_AU%3A+P-020257+B2873+VIS+Fab+5+161+kV+,RFK,161.0,Fab 5 161 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Tw,VIS,11284,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11299_AU%3A+P-020133+B2748+-+Ingredion+BKD+115kV,RFK,123.0,Ingredion BKD,http://ontology.siemens.com/shared/geography/country/did/0.4#Th,Ingredion Co. Ltd.,11299,Außen,8dn85,37308
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11300_AU%3A+P-020115+B2719+Malinta+Substation+115kV+-+63+kA,RFK,123.0,Malinta 115kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Ph,Manila Electric Company,11300,Innen,8dn86,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11313_AU%3A+P-020180+B2841+Elstree+132+Ext.,BMK,132.0,Elstree 132kV Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Electricity Alliance North ,11313,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11314_AU%3A+P-020122+B2966+B2967+KHM+Phnom+Penh+City+Phase+II+-+GS3+Substation+230-115kV,RFK,115.0,Phnom Penh City T&D Exp. - Phase II,http://ontology.siemens.com/shared/geography/country/did/0.4#Kh,ELECTRICITE DU CAMBODGE,11314,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11315_AU%3A+P-020122+B2968+KHM+Phnom+Penh+City+Phase+II+-+Toul+Kork+Substation+115kV,RFK,115.0,Phnom Penh City T&D Exp. - Phase II,http://ontology.siemens.com/shared/geography/country/did/0.4#Kh,ELECTRICITE DU CAMBODGE,11315,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11316_AU%3A+P-020122+B2966+B2967+KHM+Phnom+Penh+City+Phase+II+-+GS3+Substation+230-115kV,RFK,230.0,Phnom Penh City T&D Exp. - Phase II,http://ontology.siemens.com/shared/geography/country/did/0.4#Kh,ELECTRICITE DU CAMBODGE,11316,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11317_AU%3A+P-020128+B2734+AIFA+Switcheo+230+kV+Ampliaci%C3%B3n,BMK,230.0,AIFA Switcheo Ampliación,Mexiko,CFE,11317,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11318_AU%3A+132kV+GIS+Valley+S-S++enhanced+V1,BMK,145.0,132kV GIS Valley S/S  enhanced V1,DUB,DEWA,11318,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11319_AU%3A+P-020187+UA+Kastengrund,RFK,145.0,UA Kastengrund,http://ontology.siemens.com/shared/geography/country/did/0.4#De,SYNA GmbH,11319,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11320_AU%3A+P-020185+UA_RZ+Babenhausen,RFK,123.0,UA_RZ Babenhausen,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Syna GmbH,11320,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11323_AU%3A+P-020139+Ramon+Reberte+345kV,RFK,345.0,SE Ramon Reberte 345 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Br,CTEEP,11323,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11324_AU%3A+P-020138+SE+Miguel+Reale+345+kV+,RFK,345.0,SE Miguel Reale 345kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Br,CTEEP,11324,Innen,8DQ161,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11325_AU%3A+P-020129+B2738+Moray+West+Offshore+Plattform+66kV+%28OSP1%29,RFK,0.0,Moray West Offshore Plattform ,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Moray Offshore Windfarm Ltd.,11325,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11326_AU%3A+P-020129+B2867+Moray+West+Offshore+Plattform+66kV+%28OSP2%29,RFK,0.0,Moray West Offshore Plattform ,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Moray Offshore Windfarm Ltd.,11326,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11327_AU%3A+P-020129+B2738+Moray+West+Offshore+Plattform+220kV+%28OSP1%29,RFK,0.0,Moray West Offshore Plattform ,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Moray West Offshore Wind Farm Ltd.,11327,,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11328_AU%3A+P-020129+B2867+Moray+West+Offshore+Plattform+220kV+%28OSP2%29,RFK,0.0,Moray West Offshore Plattform ,http://ontology.siemens.com/shared/geography/country/did/0.4#Gb,Moray West Offshore Wind Farm Ltd.,11328,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11332_AU%3A+P-020146+B2784+OES+Ailecgasse+110+kV,BMK,123.0,Ailecgasse 110 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#At,Wiener Netze,11332,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11361_AU%3A+P-020041+B2679+Tereos+70kV+-Q01,RFK,123.0,Tereos -Q01,http://ontology.siemens.com/shared/geography/country/did/0.4#Be,Tereos Syral,11361,Innen,8dn85,33640
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11376_AU%3A+P-020190+B2796+ALONSOTEGUI+132+kV+-+IBERDROLA+-+SPA,RFK,132.0,ST ALONSOTEGUI,http://ontology.siemens.com/shared/geography/country/did/0.4#Es,IBERDROLA,11376,Innen,8dn85,37326
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11381_AU%3A+P-020149+B2757+Ling+Long+SRB,BMK,123.0,Ling Long 110 kV GIS,http://ontology.siemens.com/shared/geography/country/did/0.4#Rs,Ling Long,11381,Innen,8dn85,36964
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11397_AU%3A+P-020168+A8298+NOR+Sogn+Extension+II,BMK,145.0,Sogn Extension,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Elvia,11397,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11405_AU%3A+P-020178+B2824+Abramowice+123+kV,BMK,145.0,Abramowice 123 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Pl,Polska Grupa Energetyczna S.A.,11405,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11407_AU+P-020169+A7836+Torshov+132kV+GIS+Extension,BMK,132.0,Torshov Trafostasjon ,Oslo-Torshov,Elvia,11407,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11412_AU%3A+P-020170+B2771+BER2+-+Bt+T,BMK,123.0,BER2 - Bt T,http://ontology.siemens.com/shared/geography/country/did/0.4#De,Stromnetze Berlin,11412,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11414_AU%3A+P-018988-B1999+Vestbyen+8VN1+,RFK,132.0,Vestbyen  145kV,http://ontology.siemens.com/shared/geography/country/did/0.4#No,Tronder Energi,11414,Innen,8VN1-1,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11415_AU%3A+P-020250+B2975+OES+Wien+West+,BMK,123.0,Wien West,http://ontology.siemens.com/shared/geography/country/did/0.4#At,Wiener Netze,11415,Innen,8dn85,37007
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11417_AU%3A+P-020188+B2792+Pedregal+115+kV+CFE,RFK,123.0,Pedregal 115 kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,CFE,11417,Innen,8dn85,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11418_AU%3A+P-020184+B2791+CFE+SE+BAJIO+230kV,RFK,230.0,SE BAJIO 230kV,http://ontology.siemens.com/shared/geography/country/did/0.4#Mx,CFE,11418,Innen,8dn92,
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/11437_AU%3A+P-020209+B2825+UW+Kalve+DEU,RFK,123.0,UW Kalve,http://ontology.siemens.com/shared/geography/country/did/0.4#De,ENERVIE Vernetzt GmbH,11437,Innen,8dn85,
