substation_iri,bay_iri
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51/AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51%2FEA05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51/AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51%2FEA06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10880_AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51/AU%3A+P-020095+UW+Arnold-Dehnen+Str.+51%2FEA07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10881_AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10881_AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07/AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10881_AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10881_AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07/AU%3A+P-019742-P-019743+B2320+115+kV+GPSC+Cup+4+Extension+%3DE06%2C+%3DE07%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10890_AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+/AU%3A+P-019728+B2315+BEL+ORGEO++70+kV+%2FE08
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10891_AU%3A+P-019737+NOR+B2327+Ertsmyra+145kV+Extension+II,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10891_AU%3A+P-019737+NOR+B2327+Ertsmyra+145kV+Extension+II/AU%3A+P-019737+NOR+B2327+Ertsmyra+145kV+Extension+II%2FE07+
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE08
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE09
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE10
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE11
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE12
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE14
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE15
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE16
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE21
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE22
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10892_AU%3A+P-019804++B2296++Ammata+ABP1R2R/AU%3A+P-019804++B2296++Ammata+ABP1R2R%2FE13
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV/AU%3A+P-019782+B2376+Presenzano+420kV%2FC01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV/AU%3A+P-019782+B2376+Presenzano+420kV%2FC02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV/AU%3A+P-019782+B2376+Presenzano+420kV%2FC03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10901_AU%3A+P-019782+B2376+Presenzano+420kV/AU%3A+P-019782+B2376+Presenzano+420kV%2FC04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH0A
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH0B
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH1
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH5
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH7
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10902_AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV/AU%3A+IRL+P-019759+B2337+Barnageeragh+110kV%2FH9
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10904_AU%3A+P-019758+B2342+USA+EnBW_East+Wind-Offshore,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10904_AU%3A+P-019758+B2342+USA+EnBW_East+Wind-Offshore/AU%3A+P-019758+B2342+USA+EnBW_East+Wind-Offshore%2F-Q01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10915_AU%3A+P-019766+B2415+UW+Munderkingen/AU%3A+P-019766+B2415+UW+Munderkingen%2FE08
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE08
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE09
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE10
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE11
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE12
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE13
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE14
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE15
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE16
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE17
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE18
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE19
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE20
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE21
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE22
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10916_AU%3A+P-019887+B2471+Mosul+132kV/AU%3A+P-019887+B2471+Mosul+132kV%2FE23
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE01
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE02
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE03
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE04
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE05
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE06
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE07
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE08
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE21
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10918_AU%3A+P019717+B2297+Ammata+BPLC1R/AU%3A+P019717+B2297+Ammata+BPLC1R%2FE22
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FH11%2BHH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FH12%2BHH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FH13%2BHH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FH14%2BHH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10919_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FH15%2BHH3
http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10920_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV,http://infohub.siemens-energy.com/energy/transmission/switchgear/did/10920_AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV/AU%3A+P-019922+B2635+UW+Mitte+72%2C5-110+kV%2FE11
